"code","product_name","brands","categories","pnns_groups_1","labels","countries_en","quantity","url","ingredients_text","allergens","traces","nutriscore_grade","nutriscore_score","energy_100g","fat_100g","saturated-fat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","salt_100g","nova_group","image_url","image_small_url","image_ingredients_url","image_ingredients_small_url","image_nutrition_url"
"60383127749","Iced tea mix","Sans nom, No Name","Boissons, Boissons au thé, Thés glacés","Beverages","Kascher, COR Kosher","Canada","","http://world-en.openfoodfacts.org/product/0060383127749/iced-tea-mix-sans-nom","","","","","","133.9","0.0","0.0","8.0","7.7333333333333","","0.0","","","https://images.openfoodfacts.org/images/products/006/038/312/7749/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/312/7749/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/312/7749/nutrition_fr.5.400.jpg"
"60383128838","Instant Hot Chocolate Mix.","No Name / Sans Nom • Loblaws","Beverages and beverages preparations, Beverages, Cocoa and its products, Beverage preparations, Cocoa and chocolate powders, Instant beverages, Instant chocolate powders, en:dehydrated-beverages","unknown","en:Corkosher","Canada","500.0 g","http://world-en.openfoodfacts.org/product/0060383128838/instant-hot-chocolate-mix-no-name-sans-nom-loblaws","Sugars (sugar, corn syrup solids), Coconut oil, Cocoa, Modified milk ingredients, Modified cellulose, Salt, Silicon dioxide, Vegetable mono - and diglycerides, Natural flavour, Dipotassium phosphate, Sodium aluminum silicate, Turmeric extract, Annatto.","","","","","1794.9","10.0","8.57","82.9","65.7","2.86","2.86","1.0","4.0","https://images.openfoodfacts.org/images/products/006/038/312/8838/front_en.46.400.jpg","https://images.openfoodfacts.org/images/products/006/038/312/8838/front_en.46.200.jpg","https://images.openfoodfacts.org/images/products/006/038/312/8838/ingredients_en.22.400.jpg","https://images.openfoodfacts.org/images/products/006/038/312/8838/ingredients_en.22.200.jpg","https://images.openfoodfacts.org/images/products/006/038/312/8838/nutrition_en.17.400.jpg"
"60383129217","seasoned dry roasted peanuts","No Name","en:roasted-peanuts","Salty snacks","","Canada","","http://world-en.openfoodfacts.org/product/0060383129217/seasoned-dry-roasted-peanuts-no-name","","","","D","12.0","2510.4","46.0","8.0","22.0","4.0","","26.0","1.45","","https://images.openfoodfacts.org/images/products/006/038/312/9217/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/312/9217/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/312/9217/nutrition_fr.5.400.jpg"
"60383129231","Sour cream","No Name","Produits laitiers, Crèmes","Milk and dairy products","","Canada","","http://world-en.openfoodfacts.org/product/0060383129231/sour-cream-no-name","","","","D","15.0","698.7","15.0","10.0","6.67","6.67","0.0","3.33","0.208","","https://images.openfoodfacts.org/images/products/006/038/312/9231/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/312/9231/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/312/9231/nutrition_fr.5.400.jpg"
"60383130183","cottage cheese","No Name","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte fraîche, Cottage cheeses","Milk and dairy products","","Canada","","http://world-en.openfoodfacts.org/product/0060383130183/cottage-cheese-no-name","Substances laitières, Sel, Acide citrique, Gomme de guar, Mono - et Carbohydrate/Gluciden Fibre /Fibres 0g Sugars/Sucres 5g Protein/Protéines 15 Cholesterol/Cholestir diglycérides, Gomme xanthane, Gomme de Sodium 280 mg Potassium 200 ng caroube, Culture bactérienne, Enzyme microbien, Dioxyde de carbone, Calcium 150 mg Iron/Fer 0,1 g *5% ar less u *5% ou o c BEST BEFORE DAE MERLEURAVW LA LE COIE OU COA","","","B","1.0","368.2","2.0","1.2","4.8","4.0","","12.0","0.56","4.0","https://images.openfoodfacts.org/images/products/006/038/313/0183/front_fr.11.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0183/front_fr.11.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0183/ingredients_en.4.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0183/ingredients_en.4.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0183/nutrition_fr.13.400.jpg"
"60383130190","1% cottage cheese","No Name","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte fraîche, Cottage cheeses","Milk and dairy products","","Canada","","http://world-en.openfoodfacts.org/product/0060383130190/1-cottage-cheese-no-name","2026 JA 31 6-6 14:41 no name sans nome 1% M.F./M.G. cottage cheese fromage cottage high protein-teneur élevée en protéines Simple 750 g KEEP REFRIGERATED GARDER AU RÉFRIGÉRATEUR COR DAIRY LAITIER TM MCT","","","A","-1.0","334.7","0.8","0.4","6.4","6.4","0.0","11.2","0.58","","https://images.openfoodfacts.org/images/products/006/038/313/0190/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0190/front_fr.3.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0190/ingredients_en.10.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0190/ingredients_en.10.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/0190/nutrition_fr.5.400.jpg"
"60383131814","Fire-roasted fully cooked chicken breast strips","President's Choice","Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets","Fish Meat Eggs","Sans gluten","Canada","","http://world-en.openfoodfacts.org/product/0060383131814/fire-roasted-fully-cooked-chicken-breast-strips-president-s-choice","","","","","","543.9","2.0","0.5","2.0","","","25.0","0.975","","https://images.openfoodfacts.org/images/products/006/038/313/1814/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/1814/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/1814/nutrition_fr.5.400.jpg"
"60383131906","Memories of Marrakech Couscous Whole Wheat","President's Choice,le Choix du Président","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Whole durum wheat semolina","Cereals and potatoes","Pareve MK 567","Canada","340.0 g","http://world-en.openfoodfacts.org/product/0060383131906/memories-of-marrakech-couscous-whole-wheat-president-s-choice","Whole Durum Wheat Semolina","en:gluten","","A","-7.0","1464.4","1.25","0.25","72.5","2.5","7.5","15.0","0.0","1.0","https://images.openfoodfacts.org/images/products/006/038/313/1906/front_en.17.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/1906/front_en.17.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/1906/ingredients_en.6.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/1906/ingredients_en.6.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/1906/nutrition_en.9.400.jpg"
"60383132408","Fat Free Cottage Cheese","No Name","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte fraîche, Cottage cheeses","Milk and dairy products","","Canada","","http://world-en.openfoodfacts.org/product/0060383132408/fat-free-cottage-cheese-no-name","Modified milk ingredients, Salt, Modified corn starch, Titanium dioxide, Guar gum, Mono - and diglycerides, Citric acid, Carrageenan, Bacterial culture, Microbial enzyme, Carbon dioxide","","","A","-1.0","301.2","0.0","0.0","5.6","5.6","0.0","12.0","0.56","4.0","https://images.openfoodfacts.org/images/products/006/038/313/2408/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/2408/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/2408/nutrition_fr.5.400.jpg"
"60383132767","Riz croustillant","Le choix du président","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées","Cereals and potatoes","","Canada,France","640.0 g","http://world-en.openfoodfacts.org/product/0060383132767/riz-croustillant-le-choix-du-president","RIZ, SUCRE, SEL, EXTRAIT D'ORGE MALTÉE, MÉLANGE DE TOCOPHÉROLS, VITAMINES ET MINÉRAUX [ORTHOPHOSPHATE FERRIQUE (FER), NIACINAMIDE, OXYDE DE ZINC, MONONITRATE DE THIAMINE, PANTOTHÉNATE DE CALCIUM, CHLORHYDRATE DE PYRIDOXINE (VITAMINE B6), ACIDE FOLIQUE","","","D","11.0","1644.3","0.0","","89.3","7.14","","7.14","1.07","3.0","https://images.openfoodfacts.org/images/products/006/038/313/2767/front_fr.12.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/2767/front_fr.12.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/2767/ingredients_fr.14.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/2767/ingredients_fr.14.200.jpg",""
"60383132798","Goat’s milk mozzarella","","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages","Milk and dairy products","Sans arômes artificiels, Sans colorants","Canada","","http://world-en.openfoodfacts.org/product/0060383132798/goat-s-milk-mozzarella","","","","D","14.0","1673.6","30.0","20.0","3.3333333333333","0.0","0.0","26.666666666667","1.5833333333333","","https://images.openfoodfacts.org/images/products/006/038/313/2798/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/2798/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/2798/nutrition_fr.5.400.jpg"
"60383133139","Pops glacés","Sans nom","Desserts, Surgelés, Desserts glacés","unknown","Kascher, COR Kosher","Canada","","http://world-en.openfoodfacts.org/product/0060383133139/pops-glaces-sans-nom","","","","C","4.0","334.7","0.0","0.0","21.333333333333","16.0","","0.0","0.0","","https://images.openfoodfacts.org/images/products/006/038/313/3139/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3139/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/3139/nutrition_fr.5.400.jpg"
"60383133214","Hallom fromage non affine","President's choice","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages","Milk and dairy products","Sans arômes artificiels, Sans colorants","Canada","","http://world-en.openfoodfacts.org/product/0060383133214/hallom-fromage-non-affine-president-s-choice","","","","","","1393.3","26.7","16.7","3.33","","","23.3","3.0","","https://images.openfoodfacts.org/images/products/006/038/313/3214/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3214/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/3214/nutrition_fr.9.400.jpg"
"60383133405","Kettle cooked original flavour potato chips","Choix du président","en:potato-crisps","Salty snacks","Sans arômes artificiels, Sans colorants","Canada","220.0 g","http://world-en.openfoodfacts.org/product/0060383133405/kettle-cooked-original-flavour-potato-chips-choix-du-president","","","","D","13.0","2175.7","30.0","3.0","58.0","0.0","4.0","6.0","1.4","","https://images.openfoodfacts.org/images/products/006/038/313/3405/front_fr.14.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3405/front_fr.14.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/3405/nutrition_fr.19.400.jpg"
"60383133443","Kettle cooked jalapeno flavour potato chips","Presidents Choice","Jalepeno","unknown","","Canada","220.0 g","http://world-en.openfoodfacts.org/product/0060383133443/kettle-cooked-jalapeno-flavour-potato-chips-presidents-choice","Potatoes, Canola and/or corn and/or mid-oleic sunflower oil, Seasoning (corn maltodextrin, dried jalapeño pepper, dried onion, salt, dried garlic, sugar, yeast extract, citric acid, parsley, spices, sunflower oil, natural flavour, spice extracts, calcium silicate silicon dioxide), Sea salt.","","","D","15.0","2092.0","28.0","3.0","60.0","0.0","2.0","6.0","1.5","4.0","https://images.openfoodfacts.org/images/products/006/038/313/3443/front_en.19.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3443/front_en.19.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3443/ingredients_en.7.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3443/ingredients_en.7.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3443/nutrition_en.21.400.jpg"
"60383133801","Black Label Red Fox Leicester Cheese","President’s Choice","en:cheeses-from-the-united-kingdom","Milk and dairy products","No artificial flavors, en:no-colorings","Canada","","http://world-en.openfoodfacts.org/product/0060383133801/black-label-red-fox-leicester-cheese-president-s-choice","","","","D","14.0","1673.6","30.0","20.0","10.0","0.0","0.0","23.3","1.58","","https://images.openfoodfacts.org/images/products/006/038/313/3801/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3801/front_en.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/3801/nutrition_en.5.400.jpg"
"60383133887","Olive Tapenade Hummus","President's Choice","Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus","Fat and sauces","Vegetarian, Kosher, No artificial flavors, COR Kosher, No artificial colors","Canada","280.0 g","http://world-en.openfoodfacts.org/product/0060383133887/olive-tapenade-hummus-president-s-choice","Chickpeas, Water, Tahini (sesame seed paste), Canola oil, Kalamata olives, Green olives, Concentrated lemon juice, Sea salt, Garlic, Citric acid, Extra virgin olive oil, Garlic powder, Salt, Lactic acid","en:sesame-seeds","","C","6.0","1255.2","23.3","3.33","13.3","0.0","6.67","10.0","1.08","3.0","https://images.openfoodfacts.org/images/products/006/038/313/3887/front_en.7.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3887/front_en.7.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3887/ingredients_en.9.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3887/ingredients_en.9.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/3887/nutrition_en.11.400.jpg"
"60383134006","Canadian loads of ketchup flavour chips large","President's Choice","Ketchup chips, Ketchup crisps","Salty snacks","No colorings","Canada","","http://world-en.openfoodfacts.org/product/0060383134006/canadian-loads-of-ketchup-flavour-chips-large-president-s-choice","potatoes, canola and/or mid-oleic sunflower oil, seasoning [sugar corn maltodextrin, dried vegetables (tomato, beet, garlic), salt, sodium acetate, dextrose, acetic acid, fructose malic acid, caramel colour, natural flavour, spices, concentrated beet juice citric acid and/or ascorbic acid, high ole sunflower oil, spice extracts, calcium stearate, calcium silicate, silicon dioxide ingrédients : pommesde terre, huile de moyenne en acide oléique, assaisonnement ſsucre, maltodextrine maïs, légumes séchés (tomate, betterave, ail), sel, acétate de sod dextrose, acide acétique, fructose alique, colorant caramel, aro ac cique, extraits d'épices, stéarale calcium, silicate de calcium, dioxyde de silicium]. utrition facts","","","E","19.0","2175.7","32.0","3.0","56.0","8.0","4.0","6.0","2.1","4.0","https://images.openfoodfacts.org/images/products/006/038/313/4006/front_en.4.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4006/front_en.4.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4006/ingredients_en.7.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4006/ingredients_en.7.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4006/nutrition_en.16.400.jpg"
"60383134037","Croustilles Pleines de assaisonnée ondulées","Le Choix du Président","Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Croustilles","Salty snacks","","Canada","235.0 g","http://world-en.openfoodfacts.org/product/0060383134037/croustilles-pleines-de-assaisonnee-ondulees-le-choix-du-president","Pommes de terre, Huile de canola et/ou de tournesol à teneur moyenne en acide oléique, assaisonnement [sucre, maltodextrine de maïs, levure inactive, dextrose, acétate de sodium, acide acétique, glutamate monosodique, sel, acide malique, oignon séché, extrait de levure, huile de tournesol à teneur élevée en acide oléique, épices (y compris piments forts), stéarate de calcium, ail séché, extraits d'épices, arôme naturel, silicate de calcium, dioxyde de silicium, saveur naturelle], sel","","","C","9.0","2175.7","28.0","3.0","58.0","2.0","6.0","8.0","0.92","4.0","https://images.openfoodfacts.org/images/products/006/038/313/4037/front_fr.11.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4037/front_fr.11.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4037/ingredients_en.8.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4037/ingredients_en.8.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4037/nutrition_fr.13.400.jpg"
"60383134044","Chips","President's Choice","en:potato-crisps","Salty snacks","","Canada","","http://world-en.openfoodfacts.org/product/0060383134044/chips-president-s-choice","potatoes, canola and/or mid-oleic sunflower oil, seasoning [modified milk ingredients, salt, sugar, dried onion, spices and herbs (including dill), sodium acetate, citric acid, yeast extract, high oleic sunflower oil, acetic acid, sour cream solids (modified milk ingredients, bacterial culture), natural flavour, glucose solids, dried garlic, cheddar cheese solids (milk ingredients, bacterial culture, salt, microbial enzyme), lemon juice solids, sodium phosphate, lactic acid, silicon dioxide, calcium silicate], ingrédients: pommes de terre, huile de canola et/ou de tournesol à teneur moyenne en acide oléique,","","","D","17.0","2092.0","28.0","2.0","56.0","6.0","4.0","8.0","2.1","4.0","https://images.openfoodfacts.org/images/products/006/038/313/4044/front_en.14.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4044/front_en.14.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4044/ingredients_en.4.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4044/ingredients_en.4.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4044/nutrition_en.16.400.jpg"
"60383134051","LOADS OF BARBECUE FLAVOUR","President's Choice","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","Salty snacks","Kosher, No artificial flavors, COR Kosher, No artificial colors, No artificial colours or flavours, en:no-colorings","Canada","200.0 g","http://world-en.openfoodfacts.org/product/0060383134051/loads-of-barbecue-flavour-president-s-choice","Potatoes, Canola and/or mid-oleic sunflower and/or corn oil, Seasoning (corn maltodextrin, sugar, salt, inactive yeast, dried onion, spices [chili pepper], dried tomato, fructose, potassium chloride, fancy molasses, citric acid, natural flavour, high oleic sunflower oil, spice extracts, yeast extract, silicon dioxide, calcium silicate, calcium stearate)","","","D","16.0","2092.0","26.0","2.0","60.0","4.0","6.0","8.0","2.25","4.0","https://images.openfoodfacts.org/images/products/006/038/313/4051/front_en.11.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4051/front_en.11.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4051/ingredients_en.19.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4051/ingredients_en.19.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4051/nutrition_en.15.400.jpg"
"60383134716","Angus Beef meatballs-Blue Menu","","en:beef","Fish Meat Eggs","Sans gluten","Canada","","http://world-en.openfoodfacts.org/product/0060383134716/angus-beef-meatballs-blue-menu","","","","D","12.0","807.4","10.526315789474","5.2631578947368","5.2631578947368","0.0","","21.052631578947","1.0087719298245","","https://images.openfoodfacts.org/images/products/006/038/313/4716/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/4716/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/4716/nutrition_fr.5.400.jpg"
"60383135171","Roasted Red Pepper Hummus","President's Choice","Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Salted spreads, Sauces, Dips, Hummus","Fat and sauces","Vegetarian, Kosher, No artificial flavors, COR Kosher, No artificial colors","Canada","280.0 g","http://world-en.openfoodfacts.org/product/0060383135171/roasted-red-pepper-hummus-president-s-choice","Chickpeas, Roasted red peppers, Tahini (sesame seed paste), Canola oil, Yellow peppers, Water, Concentrated lemon juice, Sea salt, Garlic, Citric acid, Paprika, Salt, Calcium chloride","en:sesame-seeds","","A","-3.0","836.8","13.3","1.67","13.3","3.33","6.67","6.67","1.04","3.0","https://images.openfoodfacts.org/images/products/006/038/313/5171/front_en.30.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5171/front_en.30.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5171/ingredients_en.18.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5171/ingredients_en.18.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5171/nutrition_en.16.400.jpg"
"60383135188","Roasted Garlic Hummus","President's Choice","Plant-based foods and beverages, Plant-based foods, en:hummus","Fat and sauces","Vegetarian, Kosher, No artificial flavors, COR Kosher, No artificial colors","Canada","280.0 g","http://world-en.openfoodfacts.org/product/0060383135188/roasted-garlic-hummus-president-s-choice","Chickpeas, Water, Tahini (sesame seed paste), Canola oil, Roasted garlic, Concentrated lemon juice, Sea salt, Citric acid, Roasted red peppers, Dried garlic, Cumin, Salt, Calcium chloride","en:sesame-seeds","","C","3.0","1255.2","23.3","3.33","16.7","0.0","6.67","6.67","0.875","3.0","https://images.openfoodfacts.org/images/products/006/038/313/5188/front_en.28.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5188/front_en.28.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5188/ingredients_en.16.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5188/ingredients_en.16.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5188/nutrition_en.30.400.jpg"
"60383135539","Quartiers de mandarines","Sans nom","Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Fruits based foods, Canned fruits","Fruits and vegetables","","Canada","","http://world-en.openfoodfacts.org/product/0060383135539/quartiers-de-mandarines-sans-nom","MANDARIN ORANGES, WATER, SUGAR, CITRIC ACID.","","","B","2.0","250.5","0.0","0.0","14.97005988024","14.97005988024","1.0","0.59880239520958","0.0374251497006","3.0","https://images.openfoodfacts.org/images/products/006/038/313/5539/front_en.13.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5539/front_en.13.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5539/ingredients_en.5.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5539/ingredients_en.5.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5539/nutrition_en.15.400.jpg"
"60383135812","Blueberry pomegranate sparkling water","","sparkling water","Beverages","No artificial flavors,no synthetic colours","Canada","4.26 L","http://world-en.openfoodfacts.org/product/0060383135812/blueberry-pomegranate-sparkling-water","Carbonated water, Natural flavour.","","","B","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","https://images.openfoodfacts.org/images/products/006/038/313/5812/front_en.10.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5812/front_en.10.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5812/ingredients_en.6.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5812/ingredients_en.6.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/5812/nutrition_en.12.400.jpg"
"60383136253","Tomates Raisins","President's Choice","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes","Fruits and vegetables","Organic, Canada Organic","Canada","","http://world-en.openfoodfacts.org/product/0060383136253/tomates-raisins-president-s-choice","peel tirer organics biologique grape raisins tomatoes · tomates camada canad sweet and juicy wash well 55 g product of canada/produit du canada | sucrees et juteuses loblaws inc. toronto m4t 28 canada © 2014 ®tm/mc loblaws inc. certified organic by! certifie biologique par qai inc. cec 297 t mpl 1-888-495-5111 60383 13625 3 023249","","","","","83.7","0.2","0.0","4.0","3.0","1.0","1.0","","","https://images.openfoodfacts.org/images/products/006/038/313/6253/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6253/front_en.9.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6253/ingredients_en.4.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6253/ingredients_en.4.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6253/nutrition_en.11.400.jpg"
"60383136314","canola oil","No Name, Sans nom","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de colza, Huiles de canola","Fat and sauces","Kascher, COR Kosher, Sans cholestérol","Canada","","http://world-en.openfoodfacts.org/product/0060383136314/canola-oil-no-name","huile de canola, diméthylpolysiloxane, product of canada produit du canada cor loblaws inc, toronto m4t 2s8, canada 2009 (r tm/mc trader","","","","","3719.6","100.0","5.56","0.0","","","0.0","","4.0","https://images.openfoodfacts.org/images/products/006/038/313/6314/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6314/front_en.9.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6314/ingredients_en.4.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6314/ingredients_en.4.200.jpg",""
"60383136642","Moules sauce /Pei mussels in creamy white wine sauce","","Produits de la mer, Mollusques, Moules","Fish Meat Eggs","","Canada","","http://world-en.openfoodfacts.org/product/0060383136642/moules-sauce-pei-mussels-in-creamy-white-wine-sauce","","","","B","2.0","267.8","2.8","1.2","3.2","0.0","","7.2","0.72","","","","","","https://images.openfoodfacts.org/images/products/006/038/313/6642/nutrition_fr.6.400.jpg"
"60383136840","Riz Basmati","No Name","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Riz parfumés, Riz de variété indica, Riz long grain, Riz Basmati","Cereals and potatoes","","Canada","","http://world-en.openfoodfacts.org/product/0060383136840/riz-basmati-no-name","","","","B","-3.0","1394.7","0.0","0.0","77.777777777778","0.0","","8.8888888888889","0.0","","https://images.openfoodfacts.org/images/products/006/038/313/6840/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/6840/front_fr.3.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/6840/nutrition_fr.9.400.jpg"
"60383137410","Extra Old Cheddar Cheese","President's Choice","Dairies, Fermented foods, Fermented milk products, Dairy by-products, Extra-old-cheddar-cheese, Vegetarian - Lacto Animal Rennet-Free, en:cheddar-cheese","Milk and dairy products","Vegetarian - Lacto Animal Rennet-Free.","Canada,France","400.0 g","http://world-en.openfoodfacts.org/product/0060383137410/extra-old-cheddar-cheese-president-s-choice","Pasteurized milk, Modified milk ingredients, Salt, Bacterial culture, Calcium chloride, Microbial enzyme.","","","D","17.0","1535.5","30.0","20.0","3.33","0.0","0.0","23.3","2.08","4.0","https://images.openfoodfacts.org/images/products/006/038/313/7410/front_en.53.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/7410/front_en.53.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/7410/ingredients_en.14.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/7410/ingredients_en.14.200.jpg","https://images.openfoodfacts.org/images/products/006/038/313/7410/nutrition_en.55.400.jpg"
"60383137526","OLD FORT CHEDDAR CHEESE","OLD FORT","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese","Milk and dairy products","No lactose","Canada","","http://world-en.openfoodfacts.org/product/0060383137526/old-fort-cheddar-cheese","","","","D","17.0","1535.5","30.0","20.0","3.33","0.0","0.0","23.3","2.08","","https://images.openfoodfacts.org/images/products/006/038/313/7526/front_en.16.400.jpg","https://images.openfoodfacts.org/images/products/006/038/313/7526/front_en.16.200.jpg","","","https://images.openfoodfacts.org/images/products/006/038/313/7526/nutrition_en.15.400.jpg"
